,Dataset,Model,Scenario,Variant,Metric,File Name,size_bytes,last_modified,Grid Info,Year
0,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1950_v1.1.nc,277746213,2023-09-06T20:59:44+00:00,gn,1950
1,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1951_v1.1.nc,277459578,2023-09-06T20:59:48+00:00,gn,1951
2,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1952_v1.1.nc,278323288,2023-09-06T20:59:52+00:00,gn,1952
3,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1953_v1.1.nc,277620665,2023-09-06T20:59:54+00:00,gn,1953
4,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1954_v1.1.nc,277488902,2023-09-06T20:59:57+00:00,gn,1954
5,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1955_v1.1.nc,277688144,2023-09-06T21:00:00+00:00,gn,1955
6,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1956_v1.1.nc,278500577,2023-09-06T21:00:03+00:00,gn,1956
7,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1957_v1.1.nc,277659889,2023-09-06T21:00:06+00:00,gn,1957
8,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1958_v1.1.nc,277553140,2023-09-06T21:00:08+00:00,gn,1958
9,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1959_v1.1.nc,277672554,2023-09-06T21:00:11+00:00,gn,1959
10,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1960_v1.1.nc,278646571,2023-09-06T21:00:14+00:00,gn,1960
11,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1961_v1.1.nc,277559211,2023-09-06T21:00:17+00:00,gn,1961
12,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1962_v1.1.nc,277407816,2023-09-06T21:00:19+00:00,gn,1962
13,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1963_v1.1.nc,277526788,2023-09-06T21:00:22+00:00,gn,1963
14,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1964_v1.1.nc,278281702,2023-09-06T21:00:25+00:00,gn,1964
15,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1965_v1.1.nc,277692838,2023-09-06T21:00:28+00:00,gn,1965
16,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1966_v1.1.nc,277336297,2023-09-06T21:00:31+00:00,gn,1966
17,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1967_v1.1.nc,277210446,2023-09-06T21:00:33+00:00,gn,1967
18,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1968_v1.1.nc,278128697,2023-09-06T21:00:37+00:00,gn,1968
19,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1969_v1.1.nc,277548763,2023-09-06T21:00:39+00:00,gn,1969
20,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1970_v1.1.nc,277587567,2023-09-06T21:00:42+00:00,gn,1970
21,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1971_v1.1.nc,277516799,2023-09-06T21:00:45+00:00,gn,1971
22,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1972_v1.1.nc,278297694,2023-09-06T21:00:48+00:00,gn,1972
23,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1973_v1.1.nc,277391831,2023-09-06T21:00:50+00:00,gn,1973
24,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1974_v1.1.nc,277320879,2023-09-06T21:00:54+00:00,gn,1974
25,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1975_v1.1.nc,277211173,2023-09-06T21:00:58+00:00,gn,1975
26,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1976_v1.1.nc,278177473,2023-09-06T21:01:01+00:00,gn,1976
27,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1977_v1.1.nc,277690783,2023-09-06T21:01:04+00:00,gn,1977
28,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1978_v1.1.nc,277974173,2023-09-06T21:01:07+00:00,gn,1978
29,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1979_v1.1.nc,277581958,2023-09-06T21:01:07+00:00,gn,1979
30,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1980_v1.1.nc,278750648,2023-09-06T21:01:07+00:00,gn,1980
31,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1981_v1.1.nc,277785304,2023-09-06T21:01:07+00:00,gn,1981
32,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1982_v1.1.nc,277569086,2023-09-06T21:01:09+00:00,gn,1982
33,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1983_v1.1.nc,277096511,2023-09-06T21:01:20+00:00,gn,1983
34,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1984_v1.1.nc,278204292,2023-09-06T21:01:20+00:00,gn,1984
35,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1985_v1.1.nc,277471528,2023-09-06T21:01:20+00:00,gn,1985
36,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1986_v1.1.nc,277646780,2023-09-06T21:01:20+00:00,gn,1986
37,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1987_v1.1.nc,277666589,2023-09-06T21:01:22+00:00,gn,1987
38,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1988_v1.1.nc,278232480,2023-09-06T21:01:33+00:00,gn,1988
39,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1989_v1.1.nc,277549097,2023-09-06T21:01:33+00:00,gn,1989
40,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1990_v1.1.nc,277646022,2023-09-06T21:01:33+00:00,gn,1990
41,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1991_v1.1.nc,277257515,2023-09-06T21:01:33+00:00,gn,1991
42,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1992_v1.1.nc,278123352,2023-09-06T21:01:35+00:00,gn,1992
43,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1993_v1.1.nc,277546355,2023-09-06T21:01:45+00:00,gn,1993
44,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1994_v1.1.nc,277228464,2023-09-06T21:01:45+00:00,gn,1994
45,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1995_v1.1.nc,277505435,2023-09-06T21:01:45+00:00,gn,1995
46,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1996_v1.1.nc,278429169,2023-09-06T21:01:45+00:00,gn,1996
47,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1997_v1.1.nc,277684029,2023-09-06T21:01:47+00:00,gn,1997
48,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1998_v1.1.nc,277747461,2023-09-06T21:01:57+00:00,gn,1998
49,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_1999_v1.1.nc,277887641,2023-09-06T21:01:57+00:00,gn,1999
50,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_2000_v1.1.nc,278689026,2023-09-06T21:01:57+00:00,gn,2000
51,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_2001_v1.1.nc,277788808,2023-09-06T21:01:57+00:00,gn,2001
52,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_2002_v1.1.nc,277815613,2023-09-06T21:01:59+00:00,gn,2002
53,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_2003_v1.1.nc,277625232,2023-09-06T21:02:10+00:00,gn,2003
54,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_2004_v1.1.nc,278453742,2023-09-06T21:02:10+00:00,gn,2004
55,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_2005_v1.1.nc,277782328,2023-09-06T21:02:10+00:00,gn,2005
56,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_2006_v1.1.nc,277519253,2023-09-06T21:02:10+00:00,gn,2006
57,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_2007_v1.1.nc,277568483,2023-09-06T21:02:12+00:00,gn,2007
58,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_2008_v1.1.nc,278781094,2023-09-06T21:02:23+00:00,gn,2008
59,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_2009_v1.1.nc,277908954,2023-09-06T21:02:23+00:00,gn,2009
60,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_2010_v1.1.nc,278025574,2023-09-06T21:02:23+00:00,gn,2010
61,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_2011_v1.1.nc,277709814,2023-09-06T21:02:23+00:00,gn,2011
62,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_2012_v1.1.nc,278355553,2023-09-06T21:02:26+00:00,gn,2012
63,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_2013_v1.1.nc,277763198,2023-09-06T21:02:38+00:00,gn,2013
64,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,hurs,hurs_day_ACCESS-CM2_historical_r1i1p1f1_gn_2014_v1.1.nc,277878413,2023-09-06T21:02:38+00:00,gn,2014
65,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1950.nc,312708457,2022-09-19T15:31:46+00:00,gn,1950
66,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1951.nc,312989430,2022-09-19T15:31:47+00:00,gn,1951
67,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1952.nc,313737020,2022-09-19T15:31:48+00:00,gn,1952
68,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1953.nc,312785793,2022-09-19T15:31:56+00:00,gn,1953
69,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1954.nc,312768135,2022-09-19T15:31:57+00:00,gn,1954
70,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1955.nc,312810773,2022-09-19T15:32:01+00:00,gn,1955
71,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1956.nc,313657483,2022-09-19T15:32:01+00:00,gn,1956
72,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1957.nc,312786791,2022-09-19T15:32:02+00:00,gn,1957
73,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1958.nc,312795355,2022-09-19T15:32:10+00:00,gn,1958
74,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1959.nc,312789969,2022-09-19T15:32:11+00:00,gn,1959
75,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1960.nc,313689756,2022-09-19T15:32:14+00:00,gn,1960
76,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1961.nc,312823421,2022-09-19T15:32:14+00:00,gn,1961
77,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1962.nc,312783820,2022-09-19T15:32:16+00:00,gn,1962
78,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1963.nc,312825225,2022-09-19T15:32:23+00:00,gn,1963
79,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1964.nc,313838665,2022-09-19T15:32:25+00:00,gn,1964
80,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1965.nc,312886828,2022-09-19T15:32:28+00:00,gn,1965
81,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1966.nc,312799319,2022-09-19T15:32:28+00:00,gn,1966
82,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1967.nc,312783159,2022-09-19T15:32:30+00:00,gn,1967
83,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1968.nc,313651738,2022-09-19T15:32:37+00:00,gn,1968
84,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1969.nc,312739523,2022-09-19T15:32:38+00:00,gn,1969
85,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1970.nc,312776293,2022-09-19T15:32:42+00:00,gn,1970
86,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1971.nc,312640152,2022-09-19T15:32:42+00:00,gn,1971
87,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1972.nc,313516249,2022-09-19T15:32:45+00:00,gn,1972
88,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1973.nc,312759937,2022-09-19T15:32:50+00:00,gn,1973
89,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1974.nc,312781223,2022-09-19T15:32:52+00:00,gn,1974
90,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1975.nc,312819174,2022-09-19T15:32:55+00:00,gn,1975
91,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1976.nc,313629216,2022-09-19T15:32:55+00:00,gn,1976
92,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1977.nc,312726117,2022-09-19T15:32:57+00:00,gn,1977
93,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1978.nc,312868135,2022-09-19T15:33:03+00:00,gn,1978
94,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1979.nc,312760419,2022-09-19T15:33:04+00:00,gn,1979
95,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1980.nc,313719913,2022-09-19T15:33:07+00:00,gn,1980
96,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1981.nc,312847014,2022-09-19T15:33:07+00:00,gn,1981
97,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1982.nc,313034756,2022-09-19T15:33:09+00:00,gn,1982
98,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1983.nc,312788889,2022-09-19T15:33:15+00:00,gn,1983
99,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1984.nc,313426790,2022-09-19T15:33:18+00:00,gn,1984
100,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1985.nc,312722586,2022-09-19T15:33:20+00:00,gn,1985
101,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1986.nc,312697848,2022-09-19T15:33:21+00:00,gn,1986
102,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1987.nc,312764534,2022-09-19T15:33:26+00:00,gn,1987
103,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1988.nc,313674918,2022-09-19T15:33:34+00:00,gn,1988
104,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1989.nc,312612854,2022-09-19T15:33:37+00:00,gn,1989
105,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1990.nc,312761802,2022-09-19T15:33:39+00:00,gn,1990
106,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1991.nc,312645500,2022-09-19T15:33:40+00:00,gn,1991
107,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1992.nc,313615164,2022-09-19T15:33:42+00:00,gn,1992
108,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1993.nc,312748953,2022-09-19T15:33:48+00:00,gn,1993
109,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1994.nc,312537732,2022-09-19T15:33:51+00:00,gn,1994
110,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1995.nc,312733319,2022-09-19T15:33:53+00:00,gn,1995
111,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1996.nc,313345913,2022-09-19T15:33:54+00:00,gn,1996
112,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1997.nc,312659872,2022-09-19T15:33:58+00:00,gn,1997
113,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1998.nc,312681325,2022-09-19T15:34:04+00:00,gn,1998
114,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_1999.nc,312663665,2022-09-19T15:34:08+00:00,gn,1999
115,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_2000.nc,313468871,2022-09-19T15:34:12+00:00,gn,2000
116,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_2001.nc,312635264,2022-09-19T15:34:15+00:00,gn,2001
117,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_2002.nc,312571380,2022-09-19T15:34:27+00:00,gn,2002
118,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_2003.nc,312646384,2022-09-19T15:34:35+00:00,gn,2003
119,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_2004.nc,313620194,2022-09-19T15:34:38+00:00,gn,2004
120,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_2005.nc,312506429,2022-09-19T15:34:40+00:00,gn,2005
121,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_2006.nc,312706024,2022-09-19T15:34:41+00:00,gn,2006
122,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_2007.nc,312465027,2022-09-19T15:34:44+00:00,gn,2007
123,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_2008.nc,313415748,2022-09-19T15:34:52+00:00,gn,2008
124,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_2009.nc,312538915,2022-09-19T15:34:57+00:00,gn,2009
125,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_2010.nc,312544614,2022-09-19T15:35:02+00:00,gn,2010
126,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_2011.nc,312546832,2022-09-19T15:35:02+00:00,gn,2011
127,NEX-GDDP-CMIP6,ACCESS-CM2,historical,r1i1p1f1,huss,huss_day_ACCESS-CM2_historical_r1i1p1f1_gn_2012.nc,313283504,2022-09-19T15:35:07+00:00,gn,2012
