,Dataset,Model,Scenario,Variant,Metric,File Name,size_bytes,last_modified,Grid Info,Year
11727,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2051_v1.1.nc,280952394,2023-09-06T22:31:18+00:00,gn,2051
11728,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2052_v1.1.nc,280786534,2023-09-06T22:31:23+00:00,gn,2052
11729,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2053_v1.1.nc,280674157,2023-09-06T22:31:25+00:00,gn,2053
11730,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2054_v1.1.nc,280502504,2023-09-06T22:31:29+00:00,gn,2054
11731,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2055_v1.1.nc,280580761,2023-09-06T22:31:30+00:00,gn,2055
11732,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2056_v1.1.nc,280486471,2023-09-06T22:31:32+00:00,gn,2056
11733,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2057_v1.1.nc,280963183,2023-09-06T22:31:37+00:00,gn,2057
11734,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2058_v1.1.nc,280957529,2023-09-06T22:31:38+00:00,gn,2058
11735,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2059_v1.1.nc,280646192,2023-09-06T22:31:42+00:00,gn,2059
11736,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2060_v1.1.nc,280750055,2023-09-06T22:31:43+00:00,gn,2060
11737,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2061_v1.1.nc,280889146,2023-09-06T22:31:45+00:00,gn,2061
11738,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2062_v1.1.nc,281120600,2023-09-06T22:31:49+00:00,gn,2062
11739,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2063_v1.1.nc,281142072,2023-09-06T22:31:51+00:00,gn,2063
11740,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2064_v1.1.nc,281011978,2023-09-06T22:31:54+00:00,gn,2064
11741,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2065_v1.1.nc,281332128,2023-09-06T22:31:55+00:00,gn,2065
11742,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2066_v1.1.nc,280736766,2023-09-06T22:31:58+00:00,gn,2066
11743,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2067_v1.1.nc,281637811,2023-09-06T22:32:04+00:00,gn,2067
11744,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2068_v1.1.nc,281402114,2023-09-06T22:32:05+00:00,gn,2068
11745,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2069_v1.1.nc,281400388,2023-09-06T22:32:09+00:00,gn,2069
11746,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2070_v1.1.nc,281317038,2023-09-06T22:32:10+00:00,gn,2070
11747,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2071_v1.1.nc,281533136,2023-09-06T22:32:13+00:00,gn,2071
11748,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2072_v1.1.nc,281570522,2023-09-06T22:32:18+00:00,gn,2072
11749,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2073_v1.1.nc,281788629,2023-09-06T22:32:19+00:00,gn,2073
11750,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2074_v1.1.nc,282150854,2023-09-06T22:32:23+00:00,gn,2074
11751,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2075_v1.1.nc,281869283,2023-09-06T22:32:24+00:00,gn,2075
11752,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2076_v1.1.nc,281651939,2023-09-06T22:32:26+00:00,gn,2076
11753,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2077_v1.1.nc,281705288,2023-09-06T22:32:31+00:00,gn,2077
11754,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2078_v1.1.nc,282044837,2023-09-06T22:32:32+00:00,gn,2078
11755,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2079_v1.1.nc,282089098,2023-09-06T22:32:36+00:00,gn,2079
11756,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2080_v1.1.nc,281989107,2023-09-06T22:32:37+00:00,gn,2080
11757,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2081_v1.1.nc,282460643,2023-09-06T22:32:39+00:00,gn,2081
11758,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2082_v1.1.nc,282457951,2023-09-06T22:32:43+00:00,gn,2082
11759,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2083_v1.1.nc,282283699,2023-09-06T22:32:45+00:00,gn,2083
11760,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2084_v1.1.nc,282422086,2023-09-06T22:32:50+00:00,gn,2084
11761,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2085_v1.1.nc,282329625,2023-09-06T22:32:51+00:00,gn,2085
11762,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2086_v1.1.nc,282641787,2023-09-06T22:32:54+00:00,gn,2086
11763,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2087_v1.1.nc,282585033,2023-09-06T22:33:00+00:00,gn,2087
11764,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2088_v1.1.nc,282847561,2023-09-06T22:33:02+00:00,gn,2088
11765,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2089_v1.1.nc,282624244,2023-09-06T22:33:06+00:00,gn,2089
11766,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2090_v1.1.nc,282983769,2023-09-06T22:33:08+00:00,gn,2090
11767,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2091_v1.1.nc,282731777,2023-09-06T22:33:11+00:00,gn,2091
11768,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2092_v1.1.nc,282977920,2023-09-06T22:33:16+00:00,gn,2092
11769,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2093_v1.1.nc,282881131,2023-09-06T22:33:18+00:00,gn,2093
11770,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2094_v1.1.nc,283082664,2023-09-06T22:33:21+00:00,gn,2094
11771,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2095_v1.1.nc,283097151,2023-09-06T22:33:22+00:00,gn,2095
11772,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2096_v1.1.nc,282947366,2023-09-06T22:33:25+00:00,gn,2096
11773,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2097_v1.1.nc,283261719,2023-09-06T22:33:29+00:00,gn,2097
11774,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2098_v1.1.nc,283111877,2023-09-06T22:33:31+00:00,gn,2098
11775,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2099_v1.1.nc,283346607,2023-09-06T22:33:34+00:00,gn,2099
11776,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,hurs,hurs_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2100_v1.1.nc,283231616,2023-09-06T22:33:35+00:00,gn,2100
11777,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2015.nc,312652751,2022-09-19T23:35:21+00:00,gn,2015
11778,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2016.nc,312574265,2022-09-19T23:35:26+00:00,gn,2016
11779,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2017.nc,312608102,2022-09-19T23:35:31+00:00,gn,2017
11780,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2018.nc,312686057,2022-09-19T23:35:31+00:00,gn,2018
11781,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2019.nc,312611180,2022-09-19T23:35:32+00:00,gn,2019
11782,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2020.nc,312504783,2022-09-19T23:35:34+00:00,gn,2020
11783,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2021.nc,312518196,2022-09-19T23:35:40+00:00,gn,2021
11784,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2022.nc,312716845,2022-09-19T23:35:46+00:00,gn,2022
11785,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2023.nc,312452703,2022-09-19T23:35:46+00:00,gn,2023
11786,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2024.nc,312599114,2022-09-19T23:35:46+00:00,gn,2024
11787,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2025.nc,312542508,2022-09-19T23:35:49+00:00,gn,2025
11788,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2026.nc,312609111,2022-09-19T23:35:56+00:00,gn,2026
11789,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2027.nc,312617359,2022-09-19T23:36:00+00:00,gn,2027
11790,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2028.nc,312670380,2022-09-19T23:36:00+00:00,gn,2028
11791,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2029.nc,312532399,2022-09-19T23:36:00+00:00,gn,2029
11792,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2030.nc,312692571,2022-09-19T23:36:03+00:00,gn,2030
11793,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2031.nc,312593027,2022-09-19T23:36:09+00:00,gn,2031
11794,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2032.nc,312586505,2022-09-19T23:36:12+00:00,gn,2032
11795,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2033.nc,312549260,2022-09-19T23:36:13+00:00,gn,2033
11796,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2034.nc,312545339,2022-09-19T23:36:14+00:00,gn,2034
11797,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2035.nc,312593011,2022-09-19T23:36:15+00:00,gn,2035
11798,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2036.nc,312611121,2022-09-19T23:36:21+00:00,gn,2036
11799,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2037.nc,312753429,2022-09-19T23:36:25+00:00,gn,2037
11800,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2038.nc,312750432,2022-09-19T23:36:26+00:00,gn,2038
11801,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2039.nc,312647353,2022-09-19T23:36:26+00:00,gn,2039
11802,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2040.nc,312654064,2022-09-19T23:36:28+00:00,gn,2040
11803,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2041.nc,312495650,2022-09-19T23:36:35+00:00,gn,2041
11804,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2042.nc,312544535,2022-09-19T23:36:40+00:00,gn,2042
11805,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2043.nc,312583842,2022-09-19T23:36:41+00:00,gn,2043
11806,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2044.nc,312706316,2022-09-19T23:36:42+00:00,gn,2044
11807,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2045.nc,312517459,2022-09-19T23:36:44+00:00,gn,2045
11808,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2046.nc,312489385,2022-09-19T23:36:50+00:00,gn,2046
11809,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2047.nc,312346590,2022-09-19T23:36:55+00:00,gn,2047
11810,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2048.nc,312255321,2022-09-19T23:36:55+00:00,gn,2048
11811,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2049.nc,312383150,2022-09-19T23:36:56+00:00,gn,2049
11812,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2050.nc,312472937,2022-09-19T23:36:57+00:00,gn,2050
11813,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2051.nc,312643366,2022-09-19T23:37:03+00:00,gn,2051
11814,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2052.nc,312700570,2022-09-19T23:37:08+00:00,gn,2052
11815,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2053.nc,312465328,2022-09-19T23:37:08+00:00,gn,2053
11816,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2054.nc,312408457,2022-09-19T23:37:09+00:00,gn,2054
11817,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2055.nc,312259615,2022-09-19T23:37:10+00:00,gn,2055
11818,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2056.nc,312333159,2022-09-19T23:37:17+00:00,gn,2056
11819,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2057.nc,312429781,2022-09-19T23:37:21+00:00,gn,2057
11820,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2058.nc,312566592,2022-09-19T23:37:21+00:00,gn,2058
11821,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2059.nc,312461711,2022-09-19T23:37:21+00:00,gn,2059
11822,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2060.nc,312241989,2022-09-19T23:37:22+00:00,gn,2060
11823,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2061.nc,312293887,2022-09-19T23:37:29+00:00,gn,2061
11824,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2062.nc,312350306,2022-09-19T23:37:33+00:00,gn,2062
11825,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2063.nc,312193753,2022-09-19T23:37:34+00:00,gn,2063
11826,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2064.nc,312191341,2022-09-19T23:37:35+00:00,gn,2064
11827,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2065.nc,312263276,2022-09-19T23:37:37+00:00,gn,2065
11828,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2066.nc,312291496,2022-09-19T23:37:46+00:00,gn,2066
11829,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2067.nc,312465044,2022-09-19T23:37:51+00:00,gn,2067
11830,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2068.nc,312197570,2022-09-19T23:37:53+00:00,gn,2068
11831,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2069.nc,312382035,2022-09-19T23:37:54+00:00,gn,2069
11832,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2070.nc,312167769,2022-09-19T23:37:57+00:00,gn,2070
11833,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2071.nc,312235358,2022-09-19T23:38:09+00:00,gn,2071
11834,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2072.nc,312124467,2022-09-19T23:38:18+00:00,gn,2072
11835,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2073.nc,312331273,2022-09-19T23:38:19+00:00,gn,2073
11836,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2074.nc,312308429,2022-09-19T23:38:20+00:00,gn,2074
11837,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2075.nc,312284165,2022-09-19T23:38:21+00:00,gn,2075
11838,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2076.nc,312017227,2022-09-19T23:38:27+00:00,gn,2076
11839,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2077.nc,312101610,2022-09-19T23:38:31+00:00,gn,2077
11840,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2078.nc,312234079,2022-09-19T23:38:32+00:00,gn,2078
11841,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2079.nc,312173025,2022-09-19T23:38:34+00:00,gn,2079
11842,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2080.nc,312060711,2022-09-19T23:38:34+00:00,gn,2080
11843,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2081.nc,312089903,2022-09-19T23:38:39+00:00,gn,2081
11844,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2082.nc,312101419,2022-09-19T23:38:45+00:00,gn,2082
11845,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2083.nc,312210466,2022-09-19T23:38:45+00:00,gn,2083
11846,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2084.nc,312039568,2022-09-19T23:38:47+00:00,gn,2084
11847,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2085.nc,311813553,2022-09-19T23:38:48+00:00,gn,2085
11848,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2086.nc,311895645,2022-09-19T23:38:53+00:00,gn,2086
11849,NEX-GDDP-CMIP6,CESM2-WACCM,ssp585,r3i1p1f1,huss,huss_day_CESM2-WACCM_ssp585_r3i1p1f1_gn_2087.nc,311953031,2022-09-19T23:38:57+00:00,gn,2087
